"rank","tiktok_play_count","tiktok_likes","tiktok_comments","tiktok_shares","tiktok_saves","tiktok_url","tiktok_posted_date","asin","name","name_he","category","rating","review_count","price_usd","ships_to_israel","free_shipping_type","affiliate_link","source_video_url","image_url","description_he","status","discovered_at","updated_at"
"71","1802","30","1","18","28","https://www.tiktok.com/@bk_owner/video/7606096881919331606","2026-02-12","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7606096881919331606","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocEaOYSAiPRi5ABIA3xgBEBCIYn5A0U8UNPAp~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=f5858b4f&x-expires=1779030000&x-signature=JAYrqK%2Fl3OMvQXdfWeES9c7DGJE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"72","1754","25","0","22","25","https://www.tiktok.com/@bk_owner/video/7616044926752673046","2026-03-11","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7616044926752673046","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oYCCAGBMiA3x2oxFAIw6ABjCx8cEISAfw0Nlci~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=f09cbe20&x-expires=1779030000&x-signature=z4w3LJd1XVNVW3XT58OxhyF3ETo%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"73","1731","25","0","3","8","https://www.tiktok.com/@bk_owner/video/7629724483456191747","2026-04-17","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7629724483456191747","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oIA1AvhMBCD0iAWC0iiOIHEdeBSId0jwyIIT5A~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=7a1f5094&x-expires=1779030000&x-signature=VNT6zLuKqYEFV1w63AJWcSPifgM%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"74","1723","31","0","19","14","https://www.tiktok.com/@bk_owner/video/7606037701334224150","2026-02-12","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7606037701334224150","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8EhpFIfLADYgIA8EzCECIZOEkFvRjiEKALZfA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=7585b6d1&x-expires=1779030000&x-signature=zokbJsOXbd0%2FSYvkn4cs9ZoaXPw%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"75","1706","29","0","11","26","https://www.tiktok.com/@bk_owner/video/7632370249442004246","2026-04-24","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7632370249442004246","https://p19-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oQfe0AIDTFvuOpbFEAAXHAETILpsf2sAPjI4DL~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=dd8f32bf&x-expires=1779030000&x-signature=7c4FccDPOVdy%2FMLgJ8ZPoZ6Fc2U%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"76","1672","19","0","4","10","https://www.tiktok.com/@bk_owner/video/7634280125705522434","2026-04-29","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7634280125705522434","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okksjAeERQRApk2flHIA4bDpA6yFEFOmCgrl08~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=3ef530db&x-expires=1779030000&x-signature=F2f9jNXj8hpEqNWDbiGRSEaEynU%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"77","1661","23","0","7","13","https://www.tiktok.com/@bk_owner/video/7604887342440090902","2026-02-09","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7604887342440090902","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ooIJQQ5gGKflfKehAIeXAnAAnLOCAmWRYMwGKn~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=3d0b3008&x-expires=1779030000&x-signature=5fZwqX2gojVrnsbGAMff7qd2RoA%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"78","1656","33","0","8","15","https://www.tiktok.com/@bk_owner/video/7614175834307398934","2026-03-06","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7614175834307398934","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oQGKgLWfAlPeK4qqAmylAUQrBAQRgAOXGfegIA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=c7a84a2c&x-expires=1779030000&x-signature=eEGMdc9k56YSM7RNy7kJ7sW%2BVcw%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"79","1656","24","1","3","9","https://www.tiktok.com/@bk_owner/video/7609281079521905942","2026-02-21","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7609281079521905942","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/osCzGTYqILQzALeEaAIIAALMjDAMFEGeIQYejE~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=c337b4ad&x-expires=1779030000&x-signature=cwddpZeRSexUIoRvpADbbhXNy60%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"80","1643","36","0","25","13","https://www.tiktok.com/@bk_owner/video/7605315552747212054","2026-02-10","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7605315552747212054","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8FeAB4FWLEAsIwAITIGIGeiQAcRAReRLIXn9j~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=9d49c155&x-expires=1779030000&x-signature=sIOfBRQ3n9GnLFJEx6tkvu03%2FgI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"81","1640","21","1","3","9","https://www.tiktok.com/@bk_owner/video/7610801287394905347","2026-02-25","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7610801287394905347","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okEnkILQDin9vCfvgEf0AvAATFNKApFEomyRR9~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=70bdd8b7&x-expires=1779030000&x-signature=6ZgGCfrL5H0Y4cn4XM5Apf%2FFxGo%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"82","1595","17","0","6","12","https://www.tiktok.com/@bk_owner/video/7614137317267082518","2026-03-06","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7614137317267082518","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ogB8IAB21CWfyA52qR6oSVyiAN4iEC0ZCIwAWp~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=d5ae9016&x-expires=1779030000&x-signature=BsD%2BRU%2FipBZXhlcIYUjq%2BUEa%2FSs%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"83","1589","25","4","7","15","https://www.tiktok.com/@bk_owner/video/7624492930664860950","2026-04-03","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7624492930664860950","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oEfpXeRDEkDzyPnEioFOoEA6FdAlIgC86cAk9A~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=ab90a79c&x-expires=1779030000&x-signature=bDFHBzCfh1wSkETDAwTxmVudt6I%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"84","1579","32","0","7","9","https://www.tiktok.com/@bk_owner/video/7604421524925222166","2026-02-08","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7604421524925222166","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oUAQAf2uBCC0iAHCKIiVCpERxBSIbsMwwUIIqA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=6b453161&x-expires=1779030000&x-signature=33VxI3%2B%2BsdYiI6IxIywCkQ1wKmo%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"85","1573","24","0","0","4","https://www.tiktok.com/@bk_owner/video/7627866070308670742","2026-04-12","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7627866070308670742","https://p19-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8AFA5Qb8IpIfCQA0DB5UEPzk2nRifigAA5Ebu~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=33b006d4&x-expires=1779030000&x-signature=mME1I7XUzVAZoVDYo4wfSvrs%2F1g%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"86","1538","17","0","5","13","https://www.tiktok.com/@bk_owner/video/7607538465164528918","2026-02-16","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7607538465164528918","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oQIhJ2PjqIM1IzRLETsAbfD6FjfAAFeAEQFmAi~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=f6f53661&x-expires=1779030000&x-signature=jkc8iSE7k8MiUdddfV9gXZj2SvY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"87","1533","34","2","20","23","https://www.tiktok.com/@bk_owner/video/7628183782838848790","2026-04-13","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7628183782838848790","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/owAFRCpaAgRCESnEFMAGpIQD5gAk3AtCaWfeS6~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=4c48d822&x-expires=1779030000&x-signature=mWzcsWJFAu8lv5YV7PAVC2Ts5m4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"88","1530","24","0","6","4","https://www.tiktok.com/@bk_owner/video/7607109173414956310","2026-02-15","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7607109173414956310","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o4FIDf37IEeIQvwQIATAFFNjIojeAAm8ELZAHZ~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=3efd9093&x-expires=1779030000&x-signature=gO%2BZei08JOCE5%2BA8FVyop3buOSU%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"89","1525","22","2","0","4","https://www.tiktok.com/@bk_owner/video/7622808486363057430","2026-03-29","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7622808486363057430","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oUEIJFTe0FAKL3DdIfTxAIAAEMpvFk03zDeAj7~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=83be2df7&x-expires=1779030000&x-signature=Zx%2FZGUW3RkVmo5Orv15tmfHxdc4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"90","1509","31","1","7","8","https://www.tiktok.com/@bk_owner/video/7631950217390165270","2026-04-23","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7631950217390165270","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oIC4AIq6BFDArEiAEpEDqjfBIALFgIlfFkqy8R~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=9caa3056&x-expires=1779030000&x-signature=mox8R6T5zVtHExqh70PCR9fUJcM%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"91","1456","20","0","16","5","https://www.tiktok.com/@bk_owner/video/7632333753616026902","2026-04-24","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7632333753616026902","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocL4xAFT1AxsLd3AIBHvHjfFItWeQzzAIe0AIG~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=63749108&x-expires=1779030000&x-signature=sAsd2u5BJeONzLeXIkKiux4nTWQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"92","1451","21","0","1","5","https://www.tiktok.com/@bk_owner/video/7631494150575131926","2026-04-22","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7631494150575131926","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oEiD0A70eA9gCqSAiyriDIgBSoovI64ACgvwEB~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=9e2c9821&x-expires=1779030000&x-signature=ji1JCWf4SRRK2rYCz%2FpX7mg8GhQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"93","1366","13","0","2","3","https://www.tiktok.com/@bk_owner/video/7604473867502882070","2026-02-08","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7604473867502882070","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8vI2EaTYqB6EYpAEiCn99hBriAAYBKiIEoAz~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=7d4d2aef&x-expires=1779030000&x-signature=KZK%2B8lK5E39S4tFBXAnSzC8V03s%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"94","1346","18","0","3","7","https://www.tiktok.com/@bk_owner/video/7606728792769334550","2026-02-14","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7606728792769334550","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oIDPjEgBaIYLAApC1TAHcAniBZjCaBh4iZaEQ~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=6eda85de&x-expires=1779030000&x-signature=E7YtBhhpkov0NjpgkpndEmrgba8%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"95","1335","24","1","8","9","https://www.tiktok.com/@bk_owner/video/7628984146336976150","2026-04-15","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7628984146336976150","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocfpOjRGE9D32fyEkmFiZIAJFMAsQgC15tAkAA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=a535f924&x-expires=1779030000&x-signature=jXG6jx4sOTDKucw5MlBjaN%2Fzxqs%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"96","1308","17","0","2","4","https://www.tiktok.com/@bk_owner/video/7606692947672878358","2026-02-14","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7606692947672878358","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocBKwCRpZETviJIEmABwZaYiZABABAuP7QB0y~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=9cd2cbd7&x-expires=1779030000&x-signature=eoprv3S4qzv8FQT1tk6XgJgsVrI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"97","1278","13","0","1","0","https://www.tiktok.com/@bk_owner/video/7626355333077683478","2026-04-08","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7626355333077683478","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8YWRpAR1D8EEQUgFAIAo4GfBMFgsFEDAfkCak~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=604d355f&x-expires=1779030000&x-signature=sS%2B%2FB8C1mIxaIVX33YEA0VHC0ac%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"98","1252","17","1","20","14","https://www.tiktok.com/@bk_owner/video/7629648595058216214","2026-04-17","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7629648595058216214","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okDEx9KNEDeIIowFthrDfLjjTaAFAAfAAoOTIj~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=c3b7076b&x-expires=1779030000&x-signature=FF4cHZ3ndMu2a6B5aYnt9Q9ynkg%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"99","1044","15","0","9","14","https://www.tiktok.com/@bk_owner/video/7635608498985848086","2026-05-03","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7635608498985848086","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oI8yhJBaEiAhI0Bf4AiSAICACwcDPIz30lWDwL~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=05cebecc&x-expires=1779030000&x-signature=rIauuN%2BsOWzk5qE90En%2B1UsGmdk%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
"100","987","22","0","4","7","https://www.tiktok.com/@bk_owner/video/7634140100770811158","2026-04-29","","","","bk_owner","","","","","","","https://www.tiktok.com/@bk_owner/video/7634140100770811158","https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oselIFD2jILsMQArljEIwnFA0AlAejAQ4TfS2H~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=c912ead7&x-expires=1779030000&x-signature=9qYZD2p1T2kGOyjWgeB1qTawlNA%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T15:11:03.477529+00:00","2026-05-16T15:11:03.477529+00:00"
